uid,address,title,summary,body,collection,terms,year_from,year_to,user,destination_dir
dor2062,http://www.dornc.com/publications/monthly_sales_12-99.pdf,Monthly State Sales and Use Tax Statistics - December 1999,December 1999 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 1999",Reports,Sales & Use Tax,1999,,0,reports
dor2063,http://www.dornc.com/publications/monthly_sales_12-00.pdf|http://www.dornc.com/publications/monthly_sales_12-00.xls,Monthly State Sales and Use Tax Statistics - December 2000,December 2000 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales December 2000 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2000 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2000",Reports,Sales & Use Tax,2000,,0,reports
dor2064,http://www.dornc.com/publications/monthly_sales_12-01.pdf|http://www.dornc.com/publications/monthly_sales_12-01.xls,Monthly State Sales and Use Tax Statistics - December 2001,December 2001 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales December 2001 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2001 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2001",Reports,Sales & Use Tax,2001,,0,reports
dor2065,http://www.dornc.com/publications/monthly_sales_12-02.pdf|http://www.dornc.com/publications/monthly_sales_12-02.xls,Monthly State Sales and Use Tax Statistics - December 2002,December 2002 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales December 2002 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2002 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2002",Reports,Sales & Use Tax,2002,,0,reports
dor2066,http://www.dornc.com/publications/monthly_sales_12-03.pdf|http://www.dornc.com/publications/monthly_sales_12-03.xls,Monthly State Sales and Use Tax Statistics - December 2003,December 2003 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales December 2003 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2003 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2003",Reports,Sales & Use Tax,2003,,0,reports
dor2067,http://www.dornc.com/publications/monthly_sales_12-04.pdf|http://www.dornc.com/publications/monthly_sales_12-04.xls,Monthly State Sales and Use Tax Statistics - December 2004,December 2004 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales December 2004 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2004 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2004",Reports,Sales & Use Tax,2004,,0,reports
dor2068,http://www.dornc.com/publications/monthly_sales_12-05.pdf|http://www.dornc.com/publications/monthly_sales_12-05.xls,Monthly State Sales and Use Tax Statistics - December 2005,December 2005 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2005 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2005 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2005",Reports,Sales & Use Tax,2005,,0,reports
dor2069,http://www.dornc.com/publications/monthly_sales_12-06.pdf|http://www.dornc.com/publications/monthly_sales_12-06.xls,Monthly State Sales and Use Tax Statistics - December 2006,December 2006 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2006 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2006 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2006",Reports,Sales & Use Tax,2006,,0,reports
dor2070,http://www.dornc.com/publications/monthly_sales_12-07.pdf|http://www.dornc.com/publications/monthly_sales_12-07.xls,Monthly State Sales and Use Tax Statistics - December 2007,December 2007 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2007 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2007 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2007",Reports,Sales & Use Tax,2007,,0,reports
dor2071,http://www.dornc.com/publications/monthly_sales_12-08.pdf|http://www.dornc.com/publications/monthly_sales_12-08.xls,Monthly State Sales and Use Tax Statistics - December 2008,December 2008 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2008 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2008 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for December 2008",Reports,Sales & Use Tax,2008,,0,reports
dor2072,http://www.dornc.com/publications/monthly_sales_12-09.pdf|http://www.dornc.com/publications/monthly_sales_12-09.xls,Monthly State Sales and Use Tax Statistics - December 2009,December 2009 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2009 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2009 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2009",Reports,Sales & Use Tax,2009,,0,reports
dor2073,http://www.dornc.com/publications/monthly_sales_12-10.pdf|http://www.dornc.com/publications/monthly_sales_12-10.xls,Monthly State Sales and Use Tax Statistics - December 2010,December 2010 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2010 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2010 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2010",Reports,Sales & Use Tax,2010,,0,reports
dor2074,http://www.dornc.com/publications/monthly_sales_12-11.pdf|http://www.dornc.com/publications/monthly_sales_12-11.xls,Monthly State Sales and Use Tax Statistics - December 2011,December 2011 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2011 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2011 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2011",Reports,Sales & Use Tax,2011,,0,reports
dor2075,http://www.dornc.com/publications/monthly_sales_12-12.pdf|http://www.dornc.com/publications/monthly_sales_12-12.xls,Monthly State Sales and Use Tax Statistics - December 2012,December 2012 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2012 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2012 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2012",Reports,Sales & Use Tax,2012,,0,reports
dor2076,http://www.dornc.com/publications/monthly_sales_12-13.pdf|http://www.dornc.com/publications/monthly_sales_12-13.xls,Monthly State Sales and Use Tax Statistics - December 2013,December 2013 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2013 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2013 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2013",Reports,Sales & Use Tax,2013,,0,reports
dor2077,http://www.dornc.com/publications/monthly_sales_12-14.pdf|http://www.dornc.com/publications/monthly_sales_12-14.xls,Monthly State Sales and Use Tax Statistics - December 2014,December 2014 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2014 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2014 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2014",Reports,Sales & Use Tax,2014,,0,reports
dor2078,http://www.dornc.com/publications/monthly_sales_12-15.pdf|http://www.dornc.com/publications/monthly_sales_12-15.xls,Monthly State Sales and Use Tax Statistics - December 2015,December 2015 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2015 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2015 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2015",Reports,Sales & Use Tax,2015,,0,reports
dor2079,http://www.dornc.com/publications/monthly_sales_12-16.pdf|http://www.dornc.com/publications/monthly_sales_12-16.xls,Monthly State Sales and Use Tax Statistics - December 2016,December 2016 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales December 2016 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2016 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for December 2016",Reports,Sales & Use Tax,2016,,0,reports
dor2080,http://www.dornc.com/publications/monthly_sales_2-99.pdf,Monthly State Sales and Use Tax Statistics - February 1999,February 1999 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 1999",Reports,Sales & Use Tax,1999,,0,reports
dor2081,http://www.dornc.com/publications/monthly_sales_2-00.pdf,Monthly State Sales and Use Tax Statistics - February 2000,February 2000 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2000",Reports,Sales & Use Tax,2000,,0,reports
dor2082,http://www.dornc.com/publications/monthly_sales_2-01.pdf|http://www.dornc.com/publications/monthly_sales_2-01.xls,Monthly State Sales and Use Tax Statistics - February 2001,February 2001 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales February 2001 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2001 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2001",Reports,Sales & Use Tax,2001,,0,reports
dor2083,http://www.dornc.com/publications/monthly_sales_2-02.pdf|http://www.dornc.com/publications/monthly_sales_2-02.xls,Monthly State Sales and Use Tax Statistics - February 2002,February 2002 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales February 2002 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2002 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2002",Reports,Sales & Use Tax,2002,,0,reports
dor2084,http://www.dornc.com/publications/monthly_sales_2-03.pdf|http://www.dornc.com/publications/monthly_sales_2-03.xls,Monthly State Sales and Use Tax Statistics - February 2003,February 2003 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales February 2003 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2003 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2003",Reports,Sales & Use Tax,2003,,0,reports
dor2085,http://www.dornc.com/publications/monthly_sales_2-04.pdf|http://www.dornc.com/publications/monthly_sales_2-04.xls,Monthly State Sales and Use Tax Statistics - February 2004,February 2004 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales February 2004 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2004 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2004",Reports,Sales & Use Tax,2004,,0,reports
dor2086,http://www.dornc.com/publications/monthly_sales_2-05.pdf|http://www.dornc.com/publications/monthly_sales_2-05.xls,Monthly State Sales and Use Tax Statistics - February 2005,February 2005 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales February 2005 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2005 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2005",Reports,Sales & Use Tax,2005,,0,reports
dor2087,http://www.dornc.com/publications/monthly_sales_2-06.pdf|http://www.dornc.com/publications/monthly_sales_2-06.xls,Monthly State Sales and Use Tax Statistics - February 2006,February 2006 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2006 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2006 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2006",Reports,Sales & Use Tax,2006,,0,reports
dor2088,http://www.dornc.com/publications/monthly_sales_2-07.pdf|http://www.dornc.com/publications/monthly_sales_2-07.xls,Monthly State Sales and Use Tax Statistics - February 2007,February 2007 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2007 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2007 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2007",Reports,Sales & Use Tax,2007,,0,reports
dor2089,http://www.dornc.com/publications/monthly_sales_2-08.pdf|http://www.dornc.com/publications/monthly_sales_2-08.xls,Monthly State Sales and Use Tax Statistics - February 2008,February 2008 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2008 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2008 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2008",Reports,Sales & Use Tax,2008,,0,reports
dor2090,http://www.dornc.com/publications/monthly_sales_2-09.pdf|http://www.dornc.com/publications/monthly_sales_2-09.xls,Monthly State Sales and Use Tax Statistics - February 2009,February 2009 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2009 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2009 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for February 2009",Reports,Sales & Use Tax,2009,,0,reports
dor2091,http://www.dornc.com/publications/monthly_sales_2-10.pdf|http://www.dornc.com/publications/monthly_sales_2-10.xls,Monthly State Sales and Use Tax Statistics - February 2010,February 2010 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2010 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2010 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2010",Reports,Sales & Use Tax,2010,,0,reports
dor2092,http://www.dornc.com/publications/monthly_sales_2-11.pdf|http://www.dornc.com/publications/monthly_sales_2-11.xls,Monthly State Sales and Use Tax Statistics - February 2011,February 2011 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2011 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2011 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2011",Reports,Sales & Use Tax,2011,,0,reports
dor2093,http://www.dornc.com/publications/monthly_sales_2-12.pdf|http://www.dornc.com/publications/monthly_sales_2-12.xls,Monthly State Sales and Use Tax Statistics - February 2012,February 2012 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2012 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2012 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2012",Reports,Sales & Use Tax,2012,,0,reports
dor2094,http://www.dornc.com/publications/monthly_sales_2-13.pdf|http://www.dornc.com/publications/monthly_sales_2-13.xls,Monthly State Sales and Use Tax Statistics - February 2013,February 2013 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2013 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2013 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2013",Reports,Sales & Use Tax,2013,,0,reports
dor2095,http://www.dornc.com/publications/monthly_sales_2-14.pdf|http://www.dornc.com/publications/monthly_sales_2-14.xls,Monthly State Sales and Use Tax Statistics - February 2014,February 2014 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2014 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2014 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2014",Reports,Sales & Use Tax,2014,,0,reports
dor2096,http://www.dornc.com/publications/monthly_sales_2-15.pdf|http://www.dornc.com/publications/monthly_sales_2-15.xls,Monthly State Sales and Use Tax Statistics - February 2015,February 2015 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2015 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2015 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2015",Reports,Sales & Use Tax,2015,,0,reports
dor2097,http://www.dornc.com/publications/monthly_sales_2-16.pdf|http://www.dornc.com/publications/monthly_sales_2-16.xls,Monthly State Sales and Use Tax Statistics - February 2016,February 2016 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2016 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2016 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2016",Reports,Sales & Use Tax,2016,,0,reports
dor2098,http://www.dornc.com/publications/monthly_sales_2-17.pdf|http://www.dornc.com/publications/monthly_sales_2-17.xls,Monthly State Sales and Use Tax Statistics - February 2017,February 2017 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales February 2017 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2017 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for February 2017",Reports,Sales & Use Tax,2017,,0,reports
dor2099,http://www.dornc.com/publications/monthly_sales_1-99.pdf,Monthly State Sales and Use Tax Statistics - January 1999,January 1999 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 1999",Reports,Sales & Use Tax,1999,,0,reports
dor2100,http://www.dornc.com/publications/monthly_sales_1-00.pdf,Monthly State Sales and Use Tax Statistics - January 2000,January 2000 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2000",Reports,Sales & Use Tax,2000,,0,reports
dor2101,http://www.dornc.com/publications/monthly_sales_1-01.pdf|http://www.dornc.com/publications/monthly_sales_1-01.xls,Monthly State Sales and Use Tax Statistics - January 2001,January 2001 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales January 2001 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2001 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2001",Reports,Sales & Use Tax,2001,,0,reports
dor2102,http://www.dornc.com/publications/monthly_sales_1-02.pdf|http://www.dornc.com/publications/monthly_sales_1-02.xls,Monthly State Sales and Use Tax Statistics - January 2002,January 2002 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales January 2002 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2002 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2002",Reports,Sales & Use Tax,2002,,0,reports
dor2103,http://www.dornc.com/publications/monthly_sales_1-03.pdf|http://www.dornc.com/publications/monthly_sales_1-03.xls,Monthly State Sales and Use Tax Statistics - January 2003,January 2003 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales January 2003 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2003 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2003",Reports,Sales & Use Tax,2003,,0,reports
dor2104,http://www.dornc.com/publications/monthly_sales_1-04.pdf|http://www.dornc.com/publications/monthly_sales_1-04.xls,Monthly State Sales and Use Tax Statistics - January 2004,January 2004 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales January 2004 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2004 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2004",Reports,Sales & Use Tax,2004,,0,reports
dor2105,http://www.dornc.com/publications/monthly_sales_1-05.pdf|http://www.dornc.com/publications/monthly_sales_1-05.xls,Monthly State Sales and Use Tax Statistics - January 2005,January 2005 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales January 2005 Monthly Report of State Sales and Use Tax Gross Collections and Gross Retail Sales,"State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2005 State Sales and Use Tax: Gross Collections and Gross Retail Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2005",Reports,Sales & Use Tax,2005,,0,reports
dor2106,http://www.dornc.com/publications/monthly_sales_1-06.pdf|http://www.dornc.com/publications/monthly_sales_1-06.xls,Monthly State Sales and Use Tax Statistics - January 2006,January 2006 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales January 2006 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2006 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2006",Reports,Sales & Use Tax,2006,,0,reports
dor2107,http://www.dornc.com/publications/monthly_sales_1-07.pdf|http://www.dornc.com/publications/monthly_sales_1-07.xls,Monthly State Sales and Use Tax Statistics - January 2007,January 2007 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales January 2007 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2007 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2007",Reports,Sales & Use Tax,2007,,0,reports
dor2108,http://www.dornc.com/publications/monthly_sales_1-08.pdf|http://www.dornc.com/publications/monthly_sales_1-08.xls,Monthly State Sales and Use Tax Statistics - January 2008,January 2008 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales January 2008 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2008 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2008",Reports,Sales & Use Tax,2008,,0,reports
dor2109,http://www.dornc.com/publications/monthly_sales_1-09.pdf|http://www.dornc.com/publications/monthly_sales_1-09.xls,Monthly State Sales and Use Tax Statistics - January 2009,January 2009 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales January 2009 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2009 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, by Cities with Population in Excess of 5,000, and by Types of Businesses for January 2009",Reports,Sales & Use Tax,2009,,0,reports
dor2110,http://www.dornc.com/publications/monthly_sales_1-10.pdf|http://www.dornc.com/publications/monthly_sales_1-10.xls,Monthly State Sales and Use Tax Statistics - January 2010,January 2010 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales January 2010 Monthly Report of State Sales and Use Tax Gross Collections and Taxable Sales,"State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for January 2010 State Sales and Use Tax: Gross Collections and Taxable Sales by Counties, and by Types of Businesses for January 2010",Reports,Sales & Use Tax,2010,,0,reports
